movieLabel,gross,cost,publicationYear,IMDBid
Wanted,341400000,,2008,tt0493464
Skyfall,1108561013,,2012,tt1074638
The Last Airbender,319700000,,2010,tt0938283
The Day After Tomorrow,542771772,,2004,tt0319262
National Lampoon's Van Wilder,38275483,,2002,tt0283111
GoldenEye,352200000,,1995,tt0113189
Life is Beautiful,229163264,,1997,tt0118799
Godzilla,379014294,,1998,tt0120685
Liar Liar,302700000,,1997,tt0119528
Live Free or Die Hard,383500000,,2007,tt0337978
Men in Black,589390539,,1997,tt0119654
The Passion of the Christ,610061517,,2004,tt0335345
Ghost Rider,228700000,,2007,tt0259324
Star Wars: Episode III – Revenge of the Sith,850035635,,2005,tt0121766
Michael Jackson's This Is It,261200000,,2009,tt1477715
The Twilight Saga: Breaking Dawn – Part 2,829746820,,2012,tt1673434
The Twilight Saga: Breaking Dawn – Part 1,712205856,,2011,tt1324999
The English Patient,232000000,,1996,tt0116209
Cruel Intentions,75902208,,1999,tt0139134
American Beauty,356296601,,1999,tt0169547
Indiana Jones and the Temple of Doom,333100000,,1984,tt0087469
Black Swan,329400000,,2010,tt0947798
Star Wars Episode VI: Return of the Jedi,475100000,,1983,tt0086190
Spider-Man 3,890871626,,2007,tt0413300
Shakespeare in Love,289300000,,1998,tt0138097
The Sixth Sense,672806292,,1999,tt0167404
The Curious Case of Benjamin Button,333900000,,2008,tt0421715
Million Dollar Baby,216800000,,2004,tt0405159
Dirty Rotten Scoundrels,42000000,,1988,tt0095031
Indiana Jones and the Last Crusade,474200000,,1989,tt0097576
Borat,261572744,,2006,tt0443453
The Day the Earth Stood Still,233093859,,2008,tt0970416
Rain Man,354800000,,1988,tt0095953
Mamma Mia!,609896805,,2008,tt0795421
The Matrix Reloaded,741846459,,2003,tt0234215
Spider-Man 2,783766341,,2004,tt0316654
Transformers: Revenge of the Fallen,836303693,,2009,tt1055369
Clash of the Titans,493200000,,2010,tt0800320
Kramer vs. Kramer,106000000,,1980,tt0079417
Good Will Hunting,225900000,,1997,tt0119217
Pearl Harbor,449200000,,2001,tt0213149
8 Mile,242900000,,2002,tt0298203
The Wolverine,414800000,,2013,tt1430132
Sherlock Holmes,524028679,,2009,tt0988045
"I, Robot",347200000,,2004,tt0343818
Notting Hill,363889678,,1999,tt0125439
Forgetting Sarah Marshall,105173115,,2008,tt0800039
War of the Worlds,591745532,,2005,tt0407304
Halloween III: Season of the Witch,14400000,,1982,tt0085636
Philadelphia,206700000,,1993,tt0107818
The Blind Side,975200000,,2009,tt0878804
Space Jam,230400000,,1996,tt0117705
Tomorrow Never Dies,333000000,,1997,tt0120347
Ne Zha,701878927,,2019,tt10627720
Juno,231400000,,2007,tt0467406
Harry Potter and the Chamber of Secrets,879465594,,2002,tt0295297
Independence Day,817400891,,1996,tt0116629
The Bourne Identity,214034224,,2002,tt0258463
Die Hard 2,240031094,,1990,tt0099423
X-Men,296300000,,2000,tt0120903
Dead Poets Society,235860116,,1989,tt0097165
The Fifth Element,263900000,,1997,tt0119116
Die Hard with a Vengeance,366100000,,1995,tt0112864
Sleepless in Seattle,227927165,,1993,tt0108160
The Bourne Ultimatum,442800000,,2007,tt0440963
Speed,350400000,,1994,tt0111257
The Proposal,317400000,,2009,tt1041829
A Few Good Men,243200000,,1992,tt0104257
Zatōichi,32300000,,2003,tt0363226
Life of Pi,609016565,,2012,tt0454876
The Fugitive,368900000,,1993,tt0106977
Men in Black II,441818803,,2002,tt0120912
The Bourne Supremacy,288500000,,2004,tt0372183
The King's Spech,414200000,,2010,tt1504320
Twilight,393600000,,2008,tt1099212
Top Gun,356800000,,1986,tt0092099
Collateral,217800000,,2004,tt0369339
Vanilla Sky,203400000,,2001,tt0259711
Dancer in the Dark,45584036,,2000,tt0168629
Dune,30925690,,1984,tt0087182
Batman,411300000,,1989,tt0096895
The Twilight Saga: New Moon,711020081,,2009,tt1259571
The Piano,40157856,,1993,tt0107822
Grown Ups,271400000,,2010,tt1375670
Monsieur Ibrahim,11600000,,2003,tt0329388
Dr. Seuss' How the Grinch Stole Christmas,345100000,,2000,tt0170016
Fun with Dick and Jane,202026112,,2005,tt0369441
The Heat,229900000,,2013,tt2404463
Traffic,207500000,,2000,tt0181865
The Motorcycle Diaries,57600000,,2004,tt0318462
The Terminal,219417255,,2004,tt0362227
Interview with the Vampire,223700000,,1994,tt0110148
Rambo: First Blood Part II,300400000,,1985,tt0089880
Dark Shadows,245500000,,2012,tt1077368
Resident Evil: Afterlife,300200000,,2010,tt1220634
Dogville,16680836,,2003,tt0276919
The Karate Kid,359100000,,2010,tt1155076
Men in Black 3,624026776,,2012,tt1409024
Jerry Maguire,273600000,,1996,tt0116695
Public Enemies,214104620,,2009,tt1152836
Mr. Bean's Holiday,229700000,,2007,tt0453451
The Abyss,90000098,,1989,tt0096754
L.A. Confidential,126216,,1997,tt0119488
Ace Ventura: When Nature Calls,212385533,,1995,tt0112281
Real Steel,299268508,,2011,tt0433035
American Gangster,266500000,,2007,tt0765429
The Elephant Man,26010864,,1980,tt0080678
"Crouching Tiger, Hidden Dragon",213500000,,2000,tt0190332
The Hangover Part II,586764305,,2011,tt1411697
Australia,211368784,,2008,tt0455824
The Girl with the Dragon Tattoo,104395170,,2009,tt1132620
Taken,226800000,,2008,tt0936501
You've Got Mail,250800000,,1998,tt0128853
Stuck on You,65000000,,2003,tt0338466
Oscar,23562716,,1991,tt0102603
American Reunion,235000000,,2012,tt1605630
Pretty Woman,463406268,,1990,tt0100405
Catch Me If You Can,352100000,,2002,tt0264464
Out of Africa,227500000,,1985,tt0089755
Armageddon,553709788,,1998,tt0120591
Iron Man 3,1214811252,,2013,tt1300854
Shutter Island,294800000,,2010,tt1130884
Journey 2: The Mysterious Island,335300000,,2012,tt1397514
I Am Legend,585349010,,2007,tt0480249
The Hunger Games,694394724,,2012,tt1392170
The Rock,335100000,,1996,tt0117500
The Twilight Saga: Eclipse,698491347,,2010,tt1325004
24 Hour Party People,2800000,,2002,tt0274309
X-Men Origins: Wolverine,373100000,,2009,tt0458525
25th Hour,341517.73,,2002,tt0307901
Constantine,230900000,,2005,tt0360486
The Hangover,467500000,,2009,tt1119646
The Mask,351600000,,1994,tt0110475
X2,407700000,,2003,tt0290334
The Pursuit of Happiness,307100000,,2006,tt0454921
American Pie,235500000,,1999,tt0163651
Erin Brockovich,256271286,,2000,tt0195685
The Cell,104155843,,2000,tt0209958
A.I. Artificial Intelligence,235926552,,2001,tt0212720
X-Men: The Last Stand,459400000,,2006,tt0376994
Hairspray,202500000,,2007,tt0427327
Knocked Up,219100000,,2007,tt0478311
2 Fast 2 Furious,236400000,,2003,tt0322259
Jumanji,262800000,,1995,tt0113497
Face/Off,245676146,,1997,tt0119094
Fantastic Four,330600000,,2005,tt0120667
The Da Vinci Code,758239851,,2006,tt0382625
Resident Evil: Apocalypse,129300000,,2004,tt0318627
Harry Potter and the Deathly Hallows – Part 1,960666490,,2010,tt0926084
Harry Potter and the Half-Blood Prince,934326396,,2009,tt0417741
"10,000 BC",269800000,,2008,tt0443649
A Beautiful Mind,313500000,,2001,tt0268978
101 Reykjavík,126.404,,2000,tt0237993
10 Things I Hate About You,893344.07,,1999,tt0147800
Ten Canoes,3000000,,2006,tt0466399
Ratatouille,623722818,,2007,tt0382932
Transformers,709709780,,2007,tt0418279
Alvin and the Chipmunks: Chipwrecked,342700000,,2011,tt1615918
The Smurfs,563749323,,2011,tt0472181
Pietà,3623330,,2012,tt2299842
Mrs. Doubtfire,441300000,,1993,tt0107614
Amélie,173900000,,2001,tt0211915
Spider-Man,825025036,,2002,tt0145487
The Lake House,114830111,,2006,tt0410297
Requiem for a Dream,7400000,,2000,tt0180093
Austin Powers: The Spy Who Shagged Me,312016858,,1999,tt0145660
Coming to America,288800000,,1988,tt0094898
The Bourne Legacy,276100000,,2012,tt1194173
Fast Five,626137675,,2011,tt1596343
Lethal Weapon 4,285400000,,1998,tt0122151
Passion Fish,4814619,,1992,tt0105107
When Father Was Away on Business,41184,,1985,tt0089748
Get Low,9695282,,2009,tt1194263
Dumb and Dumber,247300000,,1994,tt0109686
"Girl, Interrupted",48300000,,1999,tt0172493
Chicken Run,224800000,,2000,tt0120630
Lara Croft: Tomb Raider,274703340,,2001,tt0146316
The Village,256700000,,2004,tt0368447
The Bodyguard from Beijing,11193177,,1994,tt0111835
The Chronicles of Narnia: The Voyage of the Dawn Treader,415700000,,2010,tt0980970
Ted,549368315,,2012,tt1637725
Unbreakable,248100000,,2000,tt0217869
Blue Velvet,8551228,,1986,tt0090756
Dr. Dolittle,294500000,,1998,tt0118998
Noi the Albino,1317132,,2003,tt0351461
What Happens in Vegas,219375797,,2008,tt1033643
Click,237700000,,2006,tt0389860
Rush Hour 3,258000000,,2007,tt0293564
Austin Powers in Goldmember,296700000,,2002,tt0295178
Now You See Me,351723989,,2013,tt1670345
Gone in 60 Seconds,237200000,,2000,tt0187078
Fatal Attraction,320100000,,1987,tt0093010
Big Daddy,234801895,,1999,tt0142342
Field of Dreams,84,,1989,tt0097351
My Big Fat Greek Wedding,368700000,,2002,tt0259446
Miss Congeniality,212700000,,2000,tt0212346
Jumper,222200000,,2008,tt0489099
The Smurfs 2,347545360,,2013,tt2017020
The Congress,455815,,2013,tt1821641
Valentine's Day,216500000,,2010,tt0817230
Journey to the Center of the Earth,242000000,,2008,tt0373051
Lawless,53676580,,2012,tt1212450
Eat Pray Love,204600000,,2010,tt0879870
Wrath of the Titans,305300000,,2012,tt1646987
Charlie's Angels,264100000,,2000,tt0160127
Harry Potter and the Deathly Hallows – Part 2,1341932398,,2011,tt1201607
Transformers: Dark of the Moon,1123794079,,2011,tt1399103
Wedding Crashers,285200000,,2005,tt0396269
Eragon,249500000,,2006,tt0449010
Sherlock Holmes: A Game of Shadows,543848418,,2011,tt1515091
The Departed,291500000,,2006,tt0407887
Raiders of the Lost Ark,389900000,,1981,tt0082971
Halloween: Resurrection,37664855,,2002,tt0220506
There's Something About Mary,369900000,,1998,tt0129387
Super 8,260100000,,2011,tt1650062
Fast & Furious,363200000,,2009,tt1013752
Sex and the City,415300000,,2008,tt1000774
Rocky IV,300473716,,1985,tt0089927
Star Trek: Nemesis,67312826,,2002,tt0253754
Fantastic Four: Rise of the Silver Surfer,289000000,,2007,tt0486576
Something's Gotta Givej,266700000,,2003,tt0337741
A Royal Affair,7594693,,2012,tt1276419
My Mother Likes Women,3357000,,2002,tt0306432
Baazigar,110000000,,1993,tt0106333
Indecent Proposal,266600000,,1993,tt0107211
Con Air,224000000,,1997,tt0118880
The Promise,34209000,,2005,tt0417976
Nobody Knows,2200000,,2004,tt0408664
The Method,3500000,,2005,tt0427582
Man of Steel,668045518,,2013,tt0770828
The Tourist,278300000,,2010,tt1243957
The Thirteenth Floor,18564088,,1999,tt0139809
The 6th Day,116000000,,2000,tt0216216
Ocean's Thirteen,311312624,,2007,tt0496806
Scary Movie 3,220700000,,2003,tt0306047
The Golden Compass,372200000,,2007,tt0385752
Lethal Weapon 2,227853986,,1989,tt0097733
Lethal Weapon 3,321700000,,1992,tt0104714
Last Hero in China,18178129,,1993,tt0108593
Bean,251200000,,1997,tt0118689
Ransom,309492681,,1996,tt0117438
Scott Pilgrim vs. the World,47664559,,2010,tt0446029
Confessions of a Dangerous Mind,33000000,,2002,tt0270288
Sister Act,231600000,,1992,tt0105417
Presumed Innocent,221300000,,1990,tt0100404
Patch Adams,202300000,,1998,tt0129290
The Firm,270200000,,1993,tt0106918
Cliffhanger,255000000,,1993,tt0106582
Wild Hogs,253600000,,2007,tt0486946
The Wind That Shakes the Barley,22899908,,2006,tt0460989
Rush Hour 2,347300000,,2001,tt0266915
The Break-Up,204963084,,2006,tt0452594
Bridesmaids,288400000,,2011,tt1478338
Bridget Jones: The Edge of Reason,262500000,,2004,tt0317198
It's Complicated,219000000,,2009,tt1230414
The Human Centipede,252207,,2009,tt1467304
Inland Empire,4028293,,2006,tt0460829
Formula 17,10760000,,2004,tt0420627
Wrongfully Accused,9623329,,1998,tt0120901
Babe,254100000,,1995,tt0112431
Hannibal,351692268,,2001,tt0212985
Rocky Balboa,155721132,,2006,tt0479143
The Bodyguard,411006740,,1992,tt0103855
The Green Hornet,227800000,,2011,tt0990407
Meet the Fockers,516600000,,2004,tt0290002
JFK,205405498,,1991,tt0102138
Perfect,13000000,,1985,tt0089798
Just Go with It,214900000,,2011,tt1564367
The 13th Warrior,4494054.16,,1999,tt0120657
What Lies Beneath,291400000,,2000,tt0161081
Get Smart,230700000,,2008,tt0425061
Undertow,143597,,2004,tt0360130
The Hunger Games: Catching Fire,865011746,,2012,tt1951264
Entrapment,212404396,,1999,tt0137494
Elena,16182427,,2011,tt1925421
S.W.A.T.,207700000,,2003,tt0257076
Knight and Day,261900000,,2010,tt1013743
Twister,494500000,,1996,tt0117998
Invictus,122200000,,2009,tt1057500
Hulk,245360480,,2003,tt0286716
Alvin and the Chipmunks: The Road Chip,234798636,,2015,tt2974918
The Hairdresser's Husband,2710000,,1990,tt0100112
Babylon A.D.,72000000,,2008,tt0364970
Bad Teacher,216200000,,2011,tt1284575
Beauty Shop,37245453,,2005,tt0388500
Diminished Capacity,23719,,2008,tt1007950
The Great Gatsby,353641895,,2013,tt1343092
Hitch,368100000,,2005,tt0386588
Kundun,5532301,,1997,tt0119485
Three Steps Above Heaven,9881471,,2010,tt1648216
A Walk in the Clouds,50008143,,1995,tt0114887
Elf,220900000,,2003,tt0319343
Noviembre,1028015.94,,2003,tt0376800
Say Anything...,21500000,,1989,tt0098258
Four Weddings and a Funeral,245700832,,1994,tt0109831
Horrible Bosses,209600000,,2011,tt1499658
Miami Rhapsody,5221281,,1995,tt0113808
Halloween,80253908,,2007,tt0373883
Extremely Loud and Incredibly Close,47847881,,2011,tt0477302
Safe,40346186,,2012,tt1656190
The Ugly Truth,205300000,,2009,tt1142988
Child's Play,44196684,,1988,tt0094862
Scooby-Doo,275650703,,2002,tt0267913
Halloween 5: The Revenge of Michael Myers,11642254,,1989,tt0097474
Fist of Legend,16060576,,1994,tt0110200
Eastern Condors,21606063,,1987,tt0090956
Casper,287900000,,1995,tt0112642
Stuart Little,300100000,,1999,tt0164912
Immortals,226904017,,2011,tt1253864
Cats & Dogs,200700000,,2001,tt0239395
Scary Movie 4,178710620,,2006,tt0362120
Warning Sign,1918117,,1985,tt0090293
In the Mood for Love,2734044,,2000,tt0118694
Paranormal Activity 3,207000000,,2011,tt1778304
Taken 2,376100000,,2012,tt1397280
Chloe,11702642,,2009,tt1352824
Tin Cup,129000000,,1996,tt0117918
Halloween: The Curse of Michael Myers,15116634,,1995,tt0113253
To the Wonder,2783139,,2012,tt1595656
Sleepers,165615285,,1996,tt0117665
G.I. Joe: Retaliation,375700000,,2013,tt1583421
Runaway Bride,309457509,,1999,tt0163187
Jurassic Park III,368800000,,2001,tt0163025
Exit Through the Gift Shop,5300000,,2010,tt1587707
The Number 23,77566815,,2007,tt0481369
Master and Commander: The Far Side of the World,212011111,,2003,tt0311113
Marley & Me,242717113,,2008,tt0822832
The X-Files,105300000,,1998,tt0120902
Edge of Tomorrow,370500000,,2014,tt1631867
The Polar Bear,5000000,,1998,tt0167132
The Crime of Father Amaro,26996738,,2002,tt0313196
Far Side of the Moon,248460,,2003,tt0352332
Dr. Dolittle 2,176104344,,2001,tt0240462
After Earth,243800000,,2013,tt1815862
Melinda and Melinda,20100000,,2004,tt0378947
Vertical Limit,215700000,,2000,tt0190865
Clear and Present Danger,215887717,,1994,tt0109444
Roger Dodger,1934497,,2002,tt0299117
Taxi,68895435,,2004,tt0316732
Fathers' Day,35659604,,1997,tt0119109
Gulliver's Travels,237400000,,2010,tt1320261
Look Who's Talking,297000000,,1989,tt0097778
Disclosure,214015089,,1994,tt0109635
The Cold Light of Day,10968746,,2012,tt1366365
The Girl Who Kicked the Hornets' Nest,43498108,,2009,tt1343097
Armour of God II: Operation Condor,39048711,,1991,tt0099558
Headhunters,15700000,,2011,tt1614989
Texasville,2268181,,1990,tt0103069
Romeo and Juliet,1162635,,2013,tt1645131
Perdita Durango,2573665.73,,1997,tt0119879
White House Down,205366737,,2013,tt2334879
3 Ninjas,248104.54,,1992,tt0103596
Tad Jones: The Hero Returns,19897280,,2017,tt3896102
Kung Fu Panda 3,521200000,,2016,tt2267968
Hotel Transylvania 2,474800000,,2015,tt2510894
Shaun the Sheep Movie,106209378,,2015,tt2872750
Ice Age: Collision Course,408600000,,2016,tt3416828
The Peanuts Movie,246200000,,2015,tt2452042
The Boss Baby,527965936,,2017,tt3874544
The Angry Birds Movie 2,142544264,,2019,tt6095472
Cars 3,383900000,,2017,tt3606752
Ivan Tsarevich and the Gray Wolf 3,9535522,,2016,tt5315110
How to Train Your Dragon: The Hidden World,383000000,,2019,tt2386490
Bogatyrsha,790174,,2016,tt5546430
King Shakir: Land of Pirates,1579078,,2019,tt10524746
A Goofy Movie,35348597,,1995,tt0113198
The Adventures of Tintin,374000000,,2011,tt0983193
Turbo,282600000,,2013,tt1860353
The Living Forest,1951816.29,,2001,tt0310790
A Town Called Panic,166688,,2009,tt1433540
Wet Hot American Summer,295206,,2001,tt0243655
Happily Ever After,3299382,,1990,tt0099733
How Not to Rescue a Princess,575070210,,2010,tt1796657
Home,386000000,,2015,tt2224026
Rio 2,500100000,,2014,tt2357291
Mr. Peabody & Sherman,275698039,,2014,tt0864835
Trolls,346900000,,2016,tt1679335
Bambi II,34958637,,2006,tt0447854
Tarzan,448200000,,1999,tt0120855
The Incredibles,631606713,,2004,tt0317705
Brother Bear,250400000,,2003,tt0328880
A Bug's Life,363300000,,1998,tt0120623
Pocahontas,346079773,,1995,tt0114148
Meet the Robinsons,169332978,,2007,tt0396555
Ponyo on the Cliff by the Sea,202400000,,2008,tt0876563
The Prince of Egypt,218600000,,1998,tt0120794
Over the Hedge,336002996,,2006,tt0327084
Hotel Transylvania,358400000,,2012,tt0837562
Chicken Little,314400000,,2005,tt0371606
Rango,245724603,,2011,tt1192628
The King and I,11993021,,1999,tt0160429
Kung Fu Panda 2,665692281,,2011,tt1302011
Tinker Bell,9199000,,2008,tt0823671
Horton Hears a Who!,297100000,,2008,tt0451079
Howl's Moving Castle,235200000,,2004,tt0347149
Ice Age: Continental Drift,877244782,,2012,tt1667889
Kikoriki. Team Invincible,8379262,,2011,tt2124046
Megamind,321900000,,2010,tt1001526
WALL·E,534767889,,2008,tt0910970
Shark Tale,367300000,,2004,tt0307453
Brave,538983207,,2012,tt1217209
Kung Fu Panda,631746197,,2008,tt0441773
Finding Nemo,969023261,,2003,tt0266543
Ice Age: Dawn of the Dinosaurs,886686817,,2009,tt1080016
Cars,462200000,,2006,tt0317219
The Simpsons Movie,527071022,,2007,tt0462538
Toy Story 2,497400000,,1999,tt0120363
Toy Story 3,1066969703,,2010,tt0435761
"Monsters, Inc.",632316649,,2001,tt0198781
Madagascar: Escape 2 Africa,603900354,,2008,tt0479952
Ice Age: The Meltdown,667036530,,2006,tt0438097
Into the Night,7562164,,1985,tt0089346
Game of Death II,1950391,,1981,tt0076709
In My Father's Den,1600000,,2004,tt0385017
Q1838754,163568,,2013,tt2401096
Toys,23300000,,1992,tt0105629
Khottabych,1423500,,2006,tt0466043
Everybody Dies but Me,235432,,2008,tt1227189
The Hitman,4654288,,1991,tt0102045
Branded,3754070,,2012,tt1368440
Bringing Up Bobby,4975,,2011,tt1656170
Q2120297,3877492,,2008,tt1373243
Superman/Batman: Public Enemies,7962636,,2009,tt1398941
Cycle,12000,,2011,tt6423100
Plata Quemada,44753475,,2000,tt0227277
Hitler is kaput!,245469464,,2008,tt1124396
Little Vera,1262598,,1989,tt0095574
10 Years,203373,,2011,tt1715873
Q2585870,370791733,,2012,tt2261719
Cloudy with a Chance of Meatballs,243000000,,2009,tt0844471
Monsters University,743559607,,2013,tt1453405
Monsters vs. Aliens,381509870,,2009,tt0892782
Robots,260700000,,2005,tt0358082
Spy,135000000,,2012,tt2321517
Cargo 200,570000,,2007,tt0847880
Box 507,2333248,,2002,tt0325145
Captain Phillips,218800000,,2013,tt1535109
I'm So Excited,11700000,,2013,tt2243389
Epic,268400000,,2013,tt0848537
The Hangover Part III,362000072,,2013,tt1951261
Julia's Eyes,12884923,,2010,tt1512685
Lovelace,1600000,,2013,tt1426329
Enemy,3400000,,2013,tt2316411
Antiviral,61.808,,2012,tt2099556
Non-Stop,222800000,,2014,tt2024469
At Any Price,361418,,2012,tt1937449
Football Days,14117202,,2003,tt0377834
Q3198165,183640,,2010,tt1746183
Marius and Jeannette,18000000,,1997,tt0119620
Q3312391,332053.18,,2005,tt0476431
R.T.T.,452550,,2009,tt1345507
Moon of Avellaneda,4032448,,2004,tt0347449
We're the Millers,270000000,,2013,tt1723121
976-EVIL,2955917,,1988,tt0094597
Mad Love,9306362,,2001,tt0270480
The Greek Labyrinth,155412,,1993,tt0102253
Q3796060,403106.67,,1993,tt0108344
Dead Man's Bluff,4180000,,2005,tt0420982
History of the Arkanar Massacre,1400000,,2013,tt2328813
Yolki 3,38067427,,2013,tt3121434
Jesus Henry Christ,20183,,2012,tt1393742
The Amazing Spider-Man 2,708982323,,2014,tt1872181
It Doesn't Hurt Me,1090000,,2006,tt0477323
"Moscow, I Love You!",1169000,,2010,tt1718837
The Stroll,672000,,2003,tt0372478
Q4328873,17808683,,2011,tt1863347
Peculiarities of the National Hunt in Winter Season,65062,,2000,tt0266821
Popsa,1215000,,2005,tt0460532
Q4458138,1420586,,2007,tt1043568
Burnt by the Sun 2: The Citadel,1500000,,2011,tt1912518
Q4535654,70000,,2009,tt1388924
X-Men: Days of Future Past,746045700,,2014,tt1877832
Calvary,16887741,,2014,tt2234003
Grown Ups 2,247000000,,2013,tt2191701
Fast & Furious 6,788679850,,2013,tt1905041
Q5956867,420000,,1994,tt0110221
Fausto 5.0,850000,,2001,tt0299873
Ant-Man,519311965,,2015,tt0478970
Transformers: Age of Extinction,1104054072,,2014,tt2109248
Lady Assassin,876247,,1983,tt0164360
Lost & Found in Armenia,122305,,2012,tt1876373
Shaolin Drunkard,7484425,,1983,tt0086303
The Turkish Passion,3777123.14,,1994,tt0110785
Godzilla,524976069,,2014,tt0831387
Witching & Bitching,8136011,,2013,tt2404738
The Year of Maria,5507689,,2000,tt0231208
Divergent,288900000,,2014,tt1840309
Red Dragon,209196298,,2002,tt0289765
Teenage Mutant Ninja Turtles,493333584,,2014,tt1291150
Fraternity Vacation,3333306,,1985,tt0089167
Force Majeure,1400000,,2014,tt2121382
Dawn of the Planet of the Apes,710644566,,2014,tt2103281
Helluva Good Luck 2,19980437,,2001,tt0261448
Magic in the Moonlight,51029361,,2014,tt2870756
The F Word,7847000,,2013,tt1486834
The Devil's Violinist,766892,,2013,tt2401715
The Fault in Our Stars,307200000,,2014,tt2582846
Q12228814,19500000,,2004,tt0418986
Vampire Academy: Blood Sisters,15391979,,2014,tt1686821
The Lunchbox,4235151,,2013,tt2350496
Neighbors,270700000,,2014,tt2004420
American Heist,2237561,,2014,tt2923316
A Little Chaos,10.084,,2014,tt2639254
The Benefactor,2100000,,2015,tt3165630
Chef,45967935,,2014,tt2883512
Wetlands,10501000,,2013,tt2524674
The Theory of Everything,123726688,,2014,tt2980516
Ida,11100000,,2013,tt2718492
No Escape,54400000,,2015,tt1781922
Far from the Madding Crowd,30200000,,2015,tt2935476
Barely Lethal,933847,,2015,tt1731701
Spanish Affair,77000000,,2014,tt2955316
San Andreas,474000000,,2015,tt2126355
"Men, Women & Children",705908,,2014,tt3179568
